Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex'ahlia,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,19,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[22, 13, 23, 16, 8, 8, 8, 8, 8, 8, 8, 8, 15, 36, 36, 36, 11, 14, 12]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax'ildan,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,11,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[59, 32, 9, 9, 45, 8, 36, 7, 11, 10, 10]",
Grog,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[31, 24]",
Keyleth,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,7,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[10, 32, 32, 32, 32, 32, 16]",
Percy,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,5,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[11, 6, 12, 9, 18]",
Scanlan,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,6,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[7, 5, 29, 14, 23, 8]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,23,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[23, 15, 18, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 23, 23, 23, 23, 23, 11, 7, 7]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
