Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex'ahlia,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,5,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[34, 9, 22, 14, 17]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax'ildan,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,8,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[10, 62, 52, 58, 8, 11, 9, 8]",
Grog,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,3,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[15, 15, 17]",
Keyleth,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,6,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[1, 17, 8, 6, 6, 8]",
Percy,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,6,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[15, 7, 10, 26, 18, 11]",
Scanlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[25, 13]",
Tiberius,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,6,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[10, 17, 12, 45, 20, 15]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
