Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex'ahlia,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,7,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[22, 24, 30, 23, 33, 53, 15]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax'ildan,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,9,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[51, 102, 16, 45, 25, 21, 31, 15, 9]",
Grog,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,9,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[26, 36, 30, 28, 29, 47, 38, 32, 36]",
Keyleth,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,4,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[10, 21, 21, 24]",
Percy,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,9,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[24, 30, 13, 6, 20, 24, 21, 25, 28]",
Scanlan,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,5,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[15, 11, 36, 27, 34]",
Pike,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[26]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
