Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex'ahlia,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,4,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[34, 18, 13, 21]",
Trinket,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[13, 10, 11, 8]",
Vax'ildan,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,14,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[79, 10, 9, 13, 9, 8, 10, 10, 11, 9, 25, 9, 9, 14]",
Grog,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,11,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[18, 21, 17, 18, 20, 16, 20, 21, 17, 19, 32]",
Keyleth,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[5]",
Percy,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,8,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[11, 14, 20, 9, 6, 7, 15, 11]",
Scanlan,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,19,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[8, 9, 9, 12, 6, 17, 17, 8, 4, 8, 13, 13, 21, 21, 12, 12, 15, 15, 6]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
