Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex'ahlia,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,7,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[29, 13, 6, 5, 10, 16, 14]",
Trinket,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[4]",
Vax'ildan,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,6,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[41, 10, 8, 27, 10, 9]",
Grog,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,3,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[19, 36, 40]",
Keyleth,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[33, 24]",
Percy,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,7,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[8, 8, 10, 28, 21, 36, 26]",
Scanlan,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[30, 15]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
