Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,17,0,36,0,0,0,0,0,0,48,0,2,0,1,0,0,0,0,0,0,5,"[]","[7, 10]","[]","[36]","[]","[]","[]","[]","[]","[]","[5, 10, 10, 11, 12]",
Grog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Keyleth,0,24,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,2,"[]","[12, 12]","[]","[]","[]","[]","[]","[]","[]","[]","[9, 9]",
Percy,0,24,0,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,2,"[]","[24]","[]","[]","[]","[]","[]","[]","[]","[]","[8, 23]",
Scanlan,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[]","[]","[]","[29]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,60,0,0,0,0,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,4,"[]","[12, 24, 24]","[]","[]","[]","[]","[]","[]","[]","[]","[5, 7, 5, 4]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
