Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,23,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,"[]","[]","[13, 10]","[]","[]","[]","[]","[]","[]","[]","[3]",
Trinket,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[]","[]","[13]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,72,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,0,0,1,"[]","[]","[13, 3, 6, 9, 10, 10, 9, 12]","[]","[]","[]","[]","[]","[]","[]","[16]",
Grog,4,0,109,0,0,0,0,35,0,0,4,1,0,11,0,0,0,0,1,0,0,2,"[4]","[]","[13, 10, 8, 10, 10, 3, 2, 10, 10, 11, 22]","[]","[]","[]","[]","[35]","[]","[]","[1, 3]",
Keyleth,0,0,34,0,0,0,0,35,0,0,0,0,0,5,0,0,0,0,1,0,0,0,"[]","[]","[7, 6, 10, 5, 6]","[]","[]","[]","[]","[35]","[]","[]","[]",
Percy,0,0,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"[]","[]","[25, 10, 12, 13]","[]","[]","[]","[]","[]","[]","[]","[]",
Scanlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,0,49,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"[]","[]","[13, 2, 10, 10, 6, 8]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,22,0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,3,"[]","[]","[13, 4, 5]","[]","[]","[]","[]","[]","[]","[]","[12, 10, 3]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
