Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,79,0,0,0,0,0,0,0,0,0,18,6,0,0,0,0,0,0,0,0,0,1,"[18, 19, 10, 13, 13, 6]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[18]",
Trinket,66,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,1,"[18, 19, 10, 13, 6]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[10]",
Vax,35,0,0,0,0,0,0,0,0,0,98,5,0,0,0,0,0,0,0,0,0,6,"[9, 9, 5, 6, 6]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[14, 13, 18, 10, 9, 34]",
Grog,71,0,22,0,0,0,0,0,45,0,124,10,0,2,0,0,0,0,0,1,0,10,"[9, 5, 11, 5, 12, 6, 4, 7, 5, 7]","[]","[13, 9]","[]","[]","[]","[]","[]","[45]","[]","[19, 14, 17, 9, 11, 14, 10, 12, 9, 9]",
Keyleth,84,0,43,0,0,0,0,0,0,0,85,5,0,2,0,0,0,0,0,0,0,5,"[18, 19, 10, 24, 13]","[]","[25, 18]","[]","[]","[]","[]","[]","[]","[]","[9, 21, 22, 19, 14]",
Percy,74,0,0,0,0,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,0,4,"[9, 19, 11, 10, 25]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[20, 11, 20, 13]",
Scanlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,122,0,0,0,0,0,0,0,0,0,49,9,0,0,0,0,0,0,0,0,0,3,"[9, 19, 5, 25, 24, 13, 6, 8, 13]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[16, 11, 22]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
