Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,25,15,0,0,0,0,0,0,0,114,0,1,1,0,0,0,0,0,0,0,6,"[]","[25]","[15]","[]","[]","[]","[]","[]","[]","[]","[18, 23, 16, 18, 18, 21]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,10,0,0,0,0,0,0,0,0,54,0,1,0,0,0,0,0,0,0,0,3,"[]","[10]","[]","[]","[]","[]","[]","[]","[]","[]","[6, 44, 4]",
Grog,0,7,111,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,"[]","[7]","[63, 48]","[]","[]","[]","[]","[]","[]","[]","[3]",
Keyleth,0,0,29,0,0,0,0,0,0,0,81,0,0,1,0,0,0,0,0,0,0,4,"[]","[]","[29]","[]","[]","[]","[]","[]","[]","[]","[18, 17, 28, 18]",
Percy,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[]","[]","[]","[]","[]","[]","[6]","[]","[]","[]","[]",
Scanlan,0,0,39,14,0,0,0,0,0,0,64,0,0,3,1,0,0,0,0,0,0,3,"[]","[]","[10, 13, 16]","[14]","[]","[]","[]","[]","[]","[]","[20, 33, 11]",
Pike,0,25,24,0,0,0,0,0,0,0,75,0,1,1,0,0,0,0,0,0,0,3,"[]","[25]","[24]","[]","[]","[]","[]","[]","[]","[]","[20, 40, 15]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
