Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,59,0,0,0,0,42,0,0,13,0,0,1,0,0,0,0,1,0,0,1,"[]","[]","[59]","[]","[]","[]","[]","[42]","[]","[]","[13]",
Trinket,0,0,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[]","[]","[85]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[42]","[]","[]","[]",
Grog,0,0,0,0,0,41,0,127,0,0,6,0,0,0,0,0,2,0,2,0,0,1,"[]","[]","[]","[]","[]","[21, 20]","[]","[85, 42]","[]","[]","[6]",
Keyleth,0,0,59,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,1,"[]","[]","[59]","[]","[]","[]","[]","[]","[]","[]","[42]",
Percy,0,0,59,0,0,0,0,0,0,0,109,0,0,1,0,0,0,0,0,0,0,4,"[]","[]","[59]","[]","[]","[]","[]","[]","[]","[]","[21, 23, 40, 25]",
Scanlan,0,0,118,0,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"[]","[]","[118]","[]","[]","[]","[]","[42]","[]","[]","[]",
Pike,0,0,87,0,0,0,0,42,0,0,72,0,0,1,0,0,0,0,1,0,0,1,"[]","[]","[87]","[]","[]","[]","[]","[42]","[]","[]","[72]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
