Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,65,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,0,2,"[]","[]","[65]","[]","[]","[]","[]","[]","[]","[]","[20, 10]",
Trinket,59,0,32,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"[59]","[]","[32]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,0,0,0,0,10,0,0,0,30,0,0,0,0,0,0,1,0,0,0,3,"[]","[]","[]","[]","[]","[]","[10]","[]","[]","[]","[6, 6, 18]",
Grog,0,0,32,0,0,0,24,0,0,0,81,0,0,1,0,0,0,1,0,0,0,8,"[]","[]","[32]","[]","[]","[]","[24]","[]","[]","[]","[21, 6, 14, 5, 4, 13, 15, 3]",
Keyleth,59,0,65,0,0,0,0,0,0,0,75,1,0,1,0,0,0,0,0,0,0,5,"[59]","[]","[65]","[]","[]","[]","[]","[]","[]","[]","[14, 13, 6, 16, 26]",
Percy,34,0,96,0,0,11,47,0,0,0,140,2,0,2,0,0,2,7,0,0,0,11,"[5, 29]","[]","[65, 31]","[]","[]","[9, 2]","[2, 4, 2, 4, 4, 10, 21]","[]","[]","[]","[10, 13, 28, 22, 7, 12, 4, 17, 9, 11, 7]",
Scanlan,75,0,65,0,0,0,0,0,11,0,5,2,0,1,0,0,0,0,0,1,0,1,"[16, 59]","[]","[65]","[]","[]","[]","[]","[]","[11]","[]","[5]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
