Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,34,0,0,0,0,0,0,0,75,0,0,3,0,0,0,0,0,0,0,4,"[]","[]","[10, 19, 5]","[]","[]","[]","[]","[]","[]","[]","[19, 19, 15, 22]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,2,0,0,0,0,0,0,0,175,0,0,1,0,0,0,0,0,0,0,6,"[]","[]","[2]","[]","[]","[]","[]","[]","[]","[]","[32, 28, 16, 44, 29, 26]",
Grog,0,0,9,0,0,0,0,0,0,0,203,0,0,2,0,0,0,0,0,0,0,10,"[]","[]","[4, 5]","[]","[]","[]","[]","[]","[]","[]","[16, 17, 28, 5, 13, 22, 31, 17, 18, 36]",
Keyleth,0,0,38,0,0,0,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,1,"[]","[]","[38]","[]","[]","[]","[]","[]","[]","[]","[42]",
Percy,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[34, 9]",
Scanlan,0,0,168,0,0,0,0,0,0,0,86,0,0,5,0,0,0,0,0,0,0,3,"[]","[]","[38, 53, 6, 61, 10]","[]","[]","[]","[]","[]","[]","[]","[23, 44, 19]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
