Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,10,12,0,0,0,36,0,0,0,0,100,5,1,0,0,0,2,0,0,0,0,7,"[1, 1, 1, 4, 3]","[12]","[]","[]","[]","[16, 20]","[]","[]","[]","[]","[13, 8, 17, 24, 15, 15, 8]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,12,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,"[]","[12]","[]","[]","[]","[]","[]","[]","[]","[]","[9]",
Grog,4,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,8,"[4]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[9, 9, 15, 7, 9, 7, 11, 4]",
Keyleth,0,12,0,4,0,0,0,0,0,0,14,0,1,0,1,0,0,0,0,0,0,2,"[]","[12]","[]","[4]","[]","[]","[]","[]","[]","[]","[12, 2]",
Percy,4,0,0,4,0,0,0,0,0,0,115,1,0,0,1,0,0,0,0,0,0,6,"[4]","[]","[]","[4]","[]","[]","[]","[]","[]","[]","[17, 28, 24, 13, 20, 13]",
Scanlan,0,12,0,0,0,0,0,0,0,0,143,0,1,0,0,0,0,0,0,0,0,3,"[]","[12]","[]","[]","[]","[]","[]","[]","[]","[]","[115, 4, 24]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
