Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,1,3,0,0,"[]","[]","[]","[]","[]","[]","[]","[9]","[8, 6, 24]","[]","[]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,8,0,48,0,0,22,30,0,0,0,0,1,0,1,0,0,2,2,0,0,"[]","[]","[8]","[]","[48]","[]","[]","[9, 13]","[24, 6]","[]","[]",
Grog,0,0,49,0,48,0,0,0,33,0,6,0,0,2,0,1,0,0,0,2,0,1,"[]","[]","[42, 7]","[]","[48]","[]","[]","[]","[21, 12]","[]","[6]",
Keyleth,0,0,42,0,96,0,0,0,32,0,8,0,0,1,0,1,0,0,0,2,0,1,"[]","[]","[42]","[]","[96]","[]","[]","[]","[24, 8]","[]","[8]",
Percy,0,0,0,0,96,0,0,0,54,0,0,0,0,0,0,1,0,0,0,4,0,0,"[]","[]","[]","[]","[96]","[]","[]","[]","[8, 6, 24, 16]","[]","[]",
Scanlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,0,10,0,96,0,0,0,35,0,0,0,0,1,0,1,0,0,0,3,0,0,"[]","[]","[10]","[]","[96]","[]","[]","[]","[21, 6, 8]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,48,0,0,0,27,0,11,0,0,0,0,1,0,0,0,2,0,1,"[]","[]","[]","[]","[48]","[]","[]","[]","[3, 24]","[]","[11]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
