Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,0,0,0,0,0,43,0,0,71,0,0,0,0,0,0,0,2,0,0,5,"[]","[]","[]","[]","[]","[]","[]","[7, 36]","[]","[]","[13, 11, 14, 17, 16]",
Grog,8,0,8,0,0,0,0,17,0,0,103,1,0,2,0,0,0,0,2,0,0,7,"[8]","[]","[3, 5]","[]","[]","[]","[]","[7, 10]","[]","[]","[7, 27, 29, 14, 10, 9, 7]",
Keyleth,0,0,0,0,0,0,0,108,0,0,22,0,0,0,0,0,0,0,2,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[36, 72]","[]","[]","[22]",
Percy,6,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,0,2,"[6]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[23, 18]",
Scanlan,0,0,0,0,0,0,0,144,0,0,10,0,0,0,0,0,0,0,2,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[72, 72]","[]","[]","[10]",
Pike,0,0,0,0,0,0,0,145,0,0,22,0,0,0,0,0,0,0,3,0,0,1,"[]","[]","[]","[]","[]","[]","[]","[72, 72, 1]","[]","[]","[22]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
