Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,10,0,11,9,25,8,0,0,56,0,0,1,0,1,1,2,1,0,0,2,"[]","[]","[10]","[]","[11]","[9]","[9, 16]","[8]","[]","[]","[28, 28]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,0,6,0,11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"[]","[]","[6]","[]","[11]","[]","[]","[]","[]","[]","[]",
Grog,0,0,0,0,0,0,8,0,0,0,32,0,0,0,0,0,0,1,0,0,0,4,"[]","[]","[]","[]","[]","[]","[8]","[]","[]","[]","[8, 4, 6, 14]",
Keyleth,0,0,2,0,0,0,12,0,0,0,90,0,0,1,0,0,0,1,0,0,0,4,"[]","[]","[2]","[]","[]","[]","[12]","[]","[]","[]","[24, 18, 24, 24]",
Percy,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[9, 7, 28]",
Scanlan,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,3,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[3, 28, 38]",
Pike,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"[]","[]","[]","[]","[]","[30]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
