Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[]","[66]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Trinket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,0,66,0,0,0,0,0,0,0,0,93,0,1,0,0,0,0,0,0,0,0,5,"[]","[66]","[]","[]","[]","[]","[]","[]","[]","[]","[10, 20, 36, 11, 16]",
Grog,0,50,16,0,0,0,0,0,0,0,20,0,2,1,0,0,0,0,0,0,0,1,"[]","[33, 17]","[16]","[]","[]","[]","[]","[]","[]","[]","[20]",
Keyleth,0,66,32,0,0,0,0,0,0,0,27,0,1,1,0,0,0,0,0,0,0,3,"[]","[66]","[32]","[]","[]","[]","[]","[]","[]","[]","[4, 17, 6]",
Percy,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[]","[66]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Scanlan,0,66,0,0,0,0,0,0,23,0,19,0,1,0,0,0,0,0,0,1,0,1,"[]","[66]","[]","[]","[]","[]","[]","[]","[23]","[]","[19]",
Pike,0,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[]","[66]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
