Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,38,0,0,30,0,0,0,0,60,0,0,1,0,0,1,0,0,0,0,1,"[]","[]","[38]","[]","[]","[30]","[]","[]","[]","[]","[60]",
Trinket,0,0,38,0,0,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"[]","[]","[38]","[]","[]","[10]","[]","[]","[]","[]","[]",
Vax,0,0,38,0,0,5,0,0,0,0,108,0,0,1,0,0,1,0,0,0,0,2,"[]","[]","[38]","[]","[]","[5]","[]","[]","[]","[]","[32, 76]",
Grog,0,0,17,0,0,40,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,"[]","[]","[17]","[]","[]","[35, 5]","[]","[]","[]","[]","[]",
Keyleth,0,0,38,0,0,5,0,0,0,0,29,0,0,1,0,0,1,0,0,0,0,3,"[]","[]","[38]","[]","[]","[5]","[]","[]","[]","[]","[16, 5, 8]",
Percy,0,0,35,0,0,35,0,0,0,0,11,0,0,1,0,0,1,0,0,0,0,1,"[]","[]","[35]","[]","[]","[35]","[]","[]","[]","[]","[11]",
Scanlan,0,0,35,0,0,52,14,0,0,0,18,0,0,1,0,0,2,1,0,0,0,2,"[]","[]","[35]","[]","[]","[35, 17]","[14]","[]","[]","[]","[8, 10]",
Pike,0,0,17,0,0,102,0,0,0,0,78,0,0,1,0,0,2,0,0,0,0,1,"[]","[]","[17]","[]","[]","[35, 67]","[]","[]","[]","[]","[78]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
