Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[21, 8]",
Trinket,0,0,38,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,1,"[]","[]","[21, 11, 6]","[]","[]","[]","[]","[]","[]","[]","[7]",
Vax,0,0,1,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,7,"[]","[]","[1]","[]","[]","[]","[]","[]","[]","[]","[11, 6, 6, 5, 2, 30, 8]",
Grog,0,0,24,0,0,0,21,0,0,0,35,0,0,3,0,0,0,1,0,0,0,4,"[]","[]","[10, 11, 3]","[]","[]","[]","[21]","[]","[]","[]","[7, 16, 5, 7]",
Keyleth,0,0,14,0,0,0,0,0,0,0,153,0,0,2,0,0,0,0,0,0,0,10,"[]","[]","[3, 11]","[]","[]","[]","[]","[]","[]","[]","[17, 23, 62, 6, 6, 4, 9, 12, 5, 9]",
Percy,0,0,2,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,3,"[]","[]","[2]","[]","[]","[]","[]","[]","[]","[]","[5, 2, 22]",
Scanlan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Pike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Taryon,0,0,23,0,0,0,0,0,0,0,132,0,0,2,0,0,0,0,0,0,0,6,"[]","[]","[15, 8]","[]","[]","[]","[]","[]","[]","[]","[24, 28, 28, 24, 21, 7]",
Doty,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[]","[]","[30]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,62,0,0,0,0,0,0,0,59,0,0,3,0,0,0,0,0,0,0,7,"[]","[]","[21, 23, 18]","[]","[]","[]","[]","[]","[]","[]","[1, 23, 6, 17, 4, 6, 2]",
