Character,Lightning,Poison,Fire,Falling,Radiant,Necrotic,Psychic,Ice,Acid,Thunder,Physical,LightningInstances,PoisonInstances,FireInstances,FallingInstances,RadiantInstances,NecroticInstances,PsychicInstances,IceInstances,AcidInstances,ThunderInstances,PhysicalInstances,LightningInstVals,PoisonInstVals,FireInstVals,FallingInstVals,RadiantInstVals,NecroticInstVals,PsychicInstVals,IceInstVals,AcidInstVals,ThunderInstVals,PhysicalInstVals,
Vex,36,7,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"[36]","[7]","[12]","[]","[]","[]","[]","[]","[]","[]","[]",
Trinket,0,14,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"[]","[14]","[12]","[]","[]","[]","[]","[]","[]","[]","[]",
Vax,9,0,45,0,0,0,17,0,0,0,24,1,0,3,0,0,0,1,0,0,0,2,"[9]","[]","[15, 12, 18]","[]","[]","[]","[17]","[]","[]","[]","[9, 15]",
Grog,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[17, 36]",
Keyleth,0,0,30,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,"[]","[]","[12, 18]","[]","[]","[]","[]","[]","[]","[]","[8]",
Percy,10,0,30,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,"[10]","[]","[12, 18]","[]","[]","[]","[]","[]","[]","[]","[]",
Scanlan,36,11,17,0,0,0,0,0,0,0,62,1,1,2,0,0,0,0,0,0,0,3,"[36]","[11]","[5, 12]","[]","[]","[]","[]","[]","[]","[]","[18, 21, 23]",
Pike,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"[]","[]","[6, 5, 12, 18]","[]","[]","[]","[]","[]","[]","[]","[]",
Tiberius,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[12, 8]",
Taryon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Doty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
Tova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[]","[]","[]","[]","[]","[]","[]","[]","[]","[]","[]",
